CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2022-10-18 15:01:31.4476596,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-13-13-10-05-824.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-13-13-10-05-824.evtx,20975616,E81F2BE364D7697243DB4B623B974E051E2DDF9F,False,2022-09-13 13:10:05.8246988,2022-09-17 20:52:41.3084576,2022-10-15 11:30:05.6157374,00:00:00.0468762
2022-10-18 15:01:31.6195338,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-14-07-37-57-371.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-14-07-37-57-371.evtx,20975616,B4EA2F9A5C650391924A563BA6D7C3819F129EDE,False,2022-09-14 07:37:57.3715462,2022-09-14 07:37:57.4339731,2022-10-15 11:30:10.6487534,00:00:00.0312510
2022-10-18 15:01:31.7757830,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-14-23-06-24-140.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-14-23-06-24-140.evtx,20975616,07F5E56D2866A6BB73DB002C68C3C30F739D6B3E,False,2022-09-14 23:06:24.1404956,2022-09-14 23:06:24.2029358,2022-10-15 11:30:15.8540729,00:00:00.0781141
2022-10-18 15:01:32.0257842,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-16-09-36-44-689.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-16-09-36-44-689.evtx,20975616,ABAA84C12C2B138B426AE39A1D5C7F0A1E053EB6,False,2022-09-16 09:36:44.6899926,2022-09-16 09:36:44.7524429,2022-10-15 11:30:24.2445678,00:00:00.1718775
2022-10-18 15:01:32.2289128,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-17-11-11-22-773.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-17-11-11-22-773.evtx,20975616,76D338B68BCAAA322675E5A479A4C042B32237D2,False,2022-09-17 11:11:22.7736073,2022-09-17 11:11:22.8360546,2022-10-15 11:30:26.9008998,00:00:00.1093799
2022-10-18 15:01:32.4789098,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-17-20-08-59-602.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-17-20-08-59-602.evtx,20975616,FEAC0F98CCC31D2A11C087DE82A57F828FB47DDD,False,2022-09-17 20:08:59.6020879,2022-09-17 20:08:59.6958542,2022-10-15 11:30:29.5101403,00:00:00.1406245
2022-10-18 15:01:32.7289113,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-18-04-40-18-235.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-18-04-40-18-235.evtx,20975616,781C8CB44627DA094F1EE1AC97A878AA6A12E797,False,2022-09-18 04:40:18.2359562,2022-09-18 04:40:18.2984030,2022-10-15 11:30:32.1351078,00:00:00.0625012
2022-10-18 15:01:32.9320355,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-19-16-55-00-065.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-19-16-55-00-065.evtx,20975616,AD9FC978A6174C5E09593A9211917658D92E3E47,False,2022-09-19 16:55:00.0652076,2022-09-19 16:55:00.1276578,2022-10-15 11:30:34.7757357,00:00:00.0781190
2022-10-18 15:01:33.1195339,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-20-18-09-44-980.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-20-18-09-44-980.evtx,20975616,389FD9DC29796123C690CFEF49F2841847BF20D5,False,2022-09-20 18:09:44.9808727,2022-09-20 18:09:45.0746356,2022-10-15 11:30:37.4007652,00:00:00.0624972
2022-10-18 15:01:33.3226615,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-21-14-44-51-037.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-21-14-44-51-037.evtx,20975616,8BF9A03559E5699D9B67E2AF836098537C35E91E,False,2022-09-21 14:44:51.0371323,2022-09-21 14:44:51.0995816,2022-10-15 11:30:40.0569992,00:00:00.0937526
2022-10-18 15:01:34.4164075,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-22-05-18-41-663.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-22-05-18-41-663.evtx,20975616,A6F139B13980548E6351CE8B476C97875C06EA9C,False,2022-09-22 05:18:41.6635732,2022-09-22 05:18:41.7260913,2022-10-15 11:30:42.6820498,00:00:00.9687488
2022-10-18 15:01:34.5570340,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-22-21-10-20-663.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-22-21-10-20-663.evtx,20975616,9180AB36C5B4A09055FD977515F5C7C005A8AC6F,False,2022-09-22 21:10:20.6631077,2022-09-22 21:10:20.7255498,2022-10-15 11:30:45.2914680,00:00:00.0312498
2022-10-18 15:01:34.7289105,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-23-12-56-37-616.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-23-12-56-37-616.evtx,20975616,27FAF3B9AEA6F047297E9C7356EC77365D5FA9CA,False,2022-09-23 12:56:37.6168832,2022-09-23 12:56:37.6793255,2022-10-15 11:30:47.9480014,00:00:00.0468748
2022-10-18 15:01:34.9789102,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-24-00-18-51-196.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-24-00-18-51-196.evtx,20975616,4C13DD111CC9A97EADD3A9806CBBF0C5851AD21A,False,2022-09-24 00:18:51.1965289,2022-09-24 00:18:51.2433454,2022-10-15 11:30:50.5258916,00:00:00.1250009
2022-10-18 15:01:35.2132859,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-24-13-34-21-776.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-24-13-34-21-776.evtx,20975616,B43ED3C1A6E8C363263345728C36B031CEB45391,False,2022-09-24 13:34:21.7918766,2022-09-24 13:34:21.8700076,2022-10-15 11:30:53.1978884,00:00:00.0781257
2022-10-18 15:01:35.4320364,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-25-00-10-19-297.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-25-00-10-19-297.evtx,20975616,4E859696ECB57BC43BD9B5D8817999961826C206,False,2022-09-25 00:10:19.2976796,2022-09-25 00:10:19.3914220,2022-10-15 11:30:55.8245503,00:00:00.0937511
2022-10-18 15:01:35.6351596,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-25-09-40-00-658.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-25-09-40-00-658.evtx,20975616,CE6FA714F2FE9ACEEA3D3E69371CDA9E162D6145,False,2022-09-25 09:40:00.6584216,2022-09-25 09:40:00.7364723,2022-10-15 11:30:58.4836914,00:00:00.0781265
2022-10-18 15:01:35.9164083,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-25-19-43-51-517.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-25-19-43-51-517.evtx,20975616,758FFE3359651AA06B683EDF767513B997E95FAA,False,2022-09-25 19:43:51.5170506,2022-09-25 19:43:51.5951948,2022-10-15 11:31:01.1195679,00:00:00.1562466
2022-10-18 15:01:36.1195351,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-26-03-17-49-181.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-26-03-17-49-181.evtx,20975616,56342CC30DD5A7055183FEB2488526EE34D04157,False,2022-09-26 03:17:49.1818898,2022-09-26 03:17:49.2599631,2022-10-15 11:31:03.7763442,00:00:00.0468739
2022-10-18 15:01:36.3382852,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-26-11-01-55-243.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-26-11-01-55-243.evtx,20975616,0B3C1B63741080102F12CF8DDDBD9C376C56E9A1,False,2022-09-26 11:01:55.2436933,2022-09-26 11:01:55.3217615,2022-10-15 11:31:06.4018116,00:00:00.0937471
2022-10-18 15:01:36.5726615,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-26-17-50-31-881.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-26-17-50-31-881.evtx,20975616,DE5CE848B9F5F0C671FBBFE415902AF22E0E811F,False,2022-09-26 17:50:31.8811572,2022-09-26 17:50:31.9436506,2022-10-15 11:31:09.0269609,00:00:00.1250017
2022-10-18 15:01:36.7757837,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-26-23-53-28-836.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-26-23-53-28-836.evtx,20975616,7553A6C2BE46A7122257F2F633A24263EA490E0E,False,2022-09-26 23:53:28.8361425,2022-09-26 23:53:28.8985766,2022-10-15 11:31:11.6521629,00:00:00.0625001
2022-10-18 15:01:37.0257854,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-27-06-52-55-929.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-27-06-52-55-929.evtx,20975616,F1B6DBCE0B8931844050C4B86070D9B0CD730F64,False,2022-09-27 06:52:55.9295891,2022-09-27 06:52:55.9920402,2022-10-15 11:31:14.2932923,00:00:00.0781263
2022-10-18 15:01:37.2289099,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-27-16-07-45-055.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-27-16-07-45-055.evtx,20975616,1059219FA1BAA8F3E495167000AF910E821D22F5,False,2022-09-27 16:07:45.0558008,2022-09-27 16:07:45.1182468,2022-10-15 11:31:16.9340313,00:00:00.0781200
2022-10-18 15:01:37.4789095,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-28-11-05-33-041.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-28-11-05-33-041.evtx,20975616,5135B10628C4E1D5AB030305410C753DF3EBB850,False,2022-09-28 11:05:33.0416474,2022-09-28 11:05:33.1040925,2022-10-15 11:31:19.5621797,00:00:00.1093761
2022-10-18 15:01:38.6038851,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-29-06-23-46-450.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-29-06-23-46-450.evtx,20975616,22223EF88C9A5D09B446DF7609EB0E536F24170B,False,2022-09-29 06:23:46.4505686,2022-09-29 06:23:46.5130830,2022-10-15 11:31:22.1877077,00:00:00.9687234
2022-10-18 15:01:38.7292336,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-30-01-29-01-667.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-30-01-29-01-667.evtx,20975616,7EE784A85D7BDC7918B39D86BE1BE0992D6C2B08,False,2022-09-30 01:29:01.6675904,2022-09-30 01:29:01.7300346,2022-10-15 11:31:24.8129166,00:00:00.0468059
2022-10-18 15:01:38.9319935,C:\Windows\System32\winevt\logs\Archive-Security-2022-09-30-22-03-04-484.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-09-30-22-03-04-484.evtx,20975616,111D203583B0D7943596C3F3BCF2501595482228,False,2022-09-30 22:03:04.4841881,2022-09-30 22:03:04.5465970,2022-10-15 11:31:27.4383958,00:00:00.1092849
2022-10-18 15:01:39.1194899,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-01-16-38-36-509.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-01-16-38-36-509.evtx,20975616,A2EB0145DCF88C1A5E826CF53E3A92FD3B0F6DAC,False,2022-10-01 16:38:36.5093839,2022-10-01 16:38:36.6032209,2022-10-15 11:31:30.0479496,00:00:00.1093744
2022-10-18 15:01:39.3851967,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-02-08-26-27-643.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-02-08-26-27-643.evtx,20975616,30937817B9CA0B477F6684B953A4D0E6114095AC,False,2022-10-02 08:26:27.6435153,2022-10-02 08:26:27.7215594,2022-10-15 11:31:32.7133401,00:00:00.1873131
2022-10-18 15:01:39.5883012,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-03-06-08-41-235.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-03-06-08-41-235.evtx,20975616,8D8F56C09188333C7B512CE437CD30A3B24513FE,False,2022-10-03 06:08:41.2353059,2022-10-03 06:08:41.3133346,2022-10-15 11:31:35.3384969,00:00:00.1250240
2022-10-18 15:01:39.8226519,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-05-11-48-53-498.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-05-11-48-53-498.evtx,20975616,5C8260DEF424603A2ADA0356341EFAB2526AADEF,False,2022-10-05 11:48:53.4987778,2022-10-05 11:48:53.5768474,2022-10-15 11:31:37.9636019,00:00:00.1562301
2022-10-18 15:01:40.0726501,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-06-23-29-33-984.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-06-23-29-33-984.evtx,20975616,EABF130E28D39864C7B885CF4D747456DA7EF964,False,2022-10-06 23:29:33.9849363,2022-10-06 23:29:34.0473387,2022-10-15 11:31:40.6042753,00:00:00.1718755
2022-10-18 15:01:40.2914003,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-08-12-57-09-884.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-08-12-57-09-884.evtx,20975616,2C978D450808E08C9A1F0FB9D1B5AFB7E4E5B114,False,2022-10-08 12:57:09.8997766,2022-10-08 12:57:09.9622085,2022-10-15 11:31:43.2295333,00:00:00.1406236
2022-10-18 15:01:40.4945246,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-09-16-31-06-505.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-09-16-31-06-505.evtx,20975616,2A37402A98A3A8C857761D412DE7F9E94BCC7663,False,2022-10-09 16:31:06.5051679,2022-10-09 16:31:06.5988594,2022-10-15 11:31:45.8861830,00:00:00.1093748
2022-10-18 15:01:40.7289069,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-10-23-08-49-349.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-10-23-08-49-349.evtx,20975616,7FB2F2F6628E25BFBCB866C69183E5DBACFCCDE4,False,2022-10-10 23:08:49.3495495,2022-10-10 23:08:49.4276265,2022-10-15 11:31:48.5121857,00:00:00.1562593
2022-10-18 15:01:41.6508107,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-12-02-22-27-122.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-12-02-22-27-122.evtx,20975616,D9529C1D33073F199B5C53D271604F50CBA11C97,False,2022-10-12 02:22:27.1222502,2022-10-12 02:22:27.1846721,2022-10-15 11:31:51.1531821,00:00:00.8437862
2022-10-18 15:01:41.7757750,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-12-20-23-37-974.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-12-20-23-37-974.evtx,20975616,3D5958594416A469ACB5897421DD8C4C1E6165E5,False,2022-10-12 20:23:37.9741857,2022-10-12 20:23:38.0210790,2022-10-15 11:31:53.8853788,00:00:00.0468775
2022-10-18 15:01:41.9788982,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-13-07-40-36-509.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-13-07-40-36-509.evtx,20975616,41D48151BF0F7DB12494784A89AA1A4CCE178C15,False,2022-10-13 07:40:36.5097543,2022-10-13 07:40:36.5722535,2022-10-15 11:31:56.8384671,00:00:00.1093745
2022-10-18 15:01:42.1820339,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-13-17-28-13-496.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-13-17-28-13-496.evtx,20975616,ADF2AC30E34442177FE246170F9FF867EAEEB12A,False,2022-10-13 17:28:13.4968627,2022-10-13 17:28:13.5592932,2022-10-15 11:31:59.5103343,00:00:00.1404439
2022-10-18 15:01:42.4320335,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-14-02-05-31-357.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-14-02-05-31-357.evtx,20975616,531123D564924CD17A7D528E23C82A7F8FA3C2B8,False,2022-10-14 02:05:31.3577884,2022-10-14 02:05:31.4202345,2022-10-15 11:32:02.1507996,00:00:00.1718792
2022-10-18 15:01:42.6351555,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-14-17-45-07-835.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-14-17-45-07-835.evtx,20975616,50F68011006944C1EFF504D6C2D26F97AF77E9B3,False,2022-10-14 17:45:07.8358637,2022-10-14 17:45:07.8983140,2022-10-15 11:32:04.7918335,00:00:00.0937469
2022-10-18 15:01:42.8695336,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-15-10-34-24-944.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-15-10-34-24-944.evtx,20975616,DD6364B3365260D6B65ED6D4874BC8E74214A162,False,2022-10-15 10:34:24.9447521,2022-10-15 10:34:25.0071649,2022-10-15 10:34:25.0071649,00:00:00.1562522
2022-10-18 15:01:43.0882917,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-15-21-35-17-853.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-15-21-35-17-853.evtx,20975616,935C7A052D14530606C9740D2C84CF5D5FAC58FE,False,2022-10-15 21:35:17.8537221,2022-10-15 21:35:17.9473941,2022-10-18 14:52:20.7625226,00:00:00.1406290
2022-10-18 15:01:43.3226831,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-16-11-51-25-353.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-16-11-51-25-353.evtx,20975616,2D695160B67BFB1331B24AB68AEC56622673DE1E,False,2022-10-16 11:51:25.3535368,2022-10-16 11:51:25.4159686,2022-10-18 14:52:25.8408859,00:00:00.1562465
2022-10-18 15:01:43.5414685,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-17-00-50-03-059.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-17-00-50-03-059.evtx,20975616,C0B4A6BF5219332E8D5282C4CA5656F6F7F75FAC,False,2022-10-17 00:50:03.0590216,2022-10-17 00:50:03.1370716,2022-10-18 14:52:30.9351783,00:00:00.1406616
2022-10-18 15:01:43.7757879,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-17-10-36-52-615.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-17-10-36-52-615.evtx,20975616,07E771A1707C4915D12B5C2517A80C0B6327BE3D,False,2022-10-17 10:36:52.6151848,2022-10-17 10:36:52.6776339,2022-10-18 14:52:36.0136476,00:00:00.1404296
2022-10-18 15:01:43.9789315,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-17-20-38-38-667.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-17-20-38-38-667.evtx,20975616,349D3F2D79EB733D4D832A7727025F397E5B9F6F,False,2022-10-17 20:38:38.6676886,2022-10-17 20:38:38.7301261,2022-10-18 14:52:41.0293812,00:00:00.1250293
2022-10-18 15:01:44.1663525,C:\Windows\System32\winevt\logs\Archive-Security-2022-10-18-05-30-49-476.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Archive-Security-2022-10-18-05-30-49-476.evtx,20975616,CE46BD2AB998237D0BE277CF84B338EF4648AC86,False,2022-10-18 05:30:49.4767160,2022-10-18 05:30:49.5391374,2022-10-18 14:52:46.0297622,00:00:00.1093797
2022-10-18 15:01:44.1976073,C:\Windows\System32\winevt\logs\Microsoft-AppV-Client%4Admin.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-AppV-Client%4Admin.evtx,69632,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,False,2022-09-10 20:47:54.4511943,2022-09-10 20:57:35.6542623,2022-09-17 20:49:16.4490804,00:00:00.0156327
2022-10-18 15:01:44.2601030,C:\Windows\System32\winevt\logs\Microsoft-Windows-AAD%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-AAD%4Operational.evtx,69632,DFEEAAB73B680B82439295DBF87DD74795CCE361,False,2022-08-05 10:12:11.9047541,2022-09-10 20:57:35.6542623,2022-09-17 20:49:16.4334537,00:00:00.0156255
2022-10-18 15:01:44.3851036,C:\Windows\System32\winevt\logs\Microsoft-Windows-BackgroundTaskInfrastructure%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-BackgroundTaskInfrastructure%4Operational.evtx,69632,023DF77BF3BACC5CBC94F65F8D0FEBF013186D2B,False,2022-08-05 10:16:39.0925362,2022-09-11 02:45:32.6564859,2022-09-17 20:49:16.3553305,00:00:00
2022-10-18 15:01:44.4163604,C:\Windows\System32\winevt\logs\Microsoft-Windows-Biometrics%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-Biometrics%4Operational.evtx,69632,DF2392E410DACC6209E4DECE5249310CC2FD834E,False,2022-08-05 10:14:41.0351327,2022-10-12 03:10:43.5722454,2022-10-12 03:10:43.5722454,00:00:00
2022-10-18 15:01:44.6507277,C:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx,69632,3306E61C0A7AE9DD59F4A91918FF9F8F03C20786,False,2022-08-05 10:16:08.7487415,2022-09-11 02:45:32.6408581,2022-09-17 20:49:16.1990877,00:00:00
2022-10-18 15:01:44.9319783,C:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx,69632,64177BFA6DFD31FEAE4D3396BCAC0560CDCA1B5B,False,2022-08-05 10:12:07.9360146,2022-09-10 20:57:35.6386417,2022-09-17 20:49:16.0116781,00:00:00.0156276
2022-10-18 15:01:45.0257272,C:\Windows\System32\winevt\logs\Microsoft-Windows-MUI%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-MUI%4Operational.evtx,69632,955107F8F2A210E7765343A6FEA58A35206C32A8,False,2022-08-05 10:14:01.7519040,2022-08-05 10:28:10.9738524,2022-09-17 20:49:15.9647425,00:00:00.0156239
2022-10-18 15:01:45.0413497,C:\Windows\System32\winevt\logs\Microsoft-Windows-NcdAutoSetup%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-NcdAutoSetup%4Operational.evtx,69632,ED3C054F658295264FAD4962ED1D9E72521E55D8,False,2022-09-10 20:47:29.5923406,2022-09-10 20:57:35.6386417,2022-09-17 20:49:15.9647425,00:00:00.0156225
2022-10-18 15:01:45.2444824,C:\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-RemoteAssistance%4Operational.evtx,69632,FBBFBE31BFF7B4F2F750128265ABBF7D2A63FBBE,False,2022-09-10 20:47:45.1700525,2022-09-10 20:57:35.6230130,2022-09-17 20:49:15.8397709,00:00:00
2022-10-18 15:01:45.8382291,C:\Windows\System32\winevt\logs\Microsoft-Windows-Time-Service%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-Time-Service%4Operational.evtx,69632,D7DE0B634B4AD4CFEF264CFD3D01DCDF8592799F,False,2022-08-05 10:12:09.4360190,2022-09-10 20:57:35.6073879,2022-09-17 20:49:15.5897663,00:00:00.2343782
2022-10-18 15:01:45.8694851,C:\Windows\System32\winevt\logs\Microsoft-Windows-TWinUI%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-TWinUI%4Operational.evtx,69632,55417A72BD7C682EA3FE641E2780A40F25988E18,False,2022-08-05 10:28:10.7551421,2022-09-15 03:06:57.6562885,2022-09-17 20:49:15.5897663,00:00:00
2022-10-18 15:01:45.8851044,C:\Windows\System32\winevt\logs\Microsoft-Windows-TZUtil%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-TZUtil%4Operational.evtx,69632,7A80ED4B5ADEAE073441A17B7D2EDE94530A92E7,False,2022-09-10 20:47:40.2636704,2022-09-10 20:57:35.6073879,2022-09-17 20:49:15.5897663,00:00:00
2022-10-18 15:01:45.9163522,C:\Windows\System32\winevt\logs\Microsoft-Windows-UAC%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-UAC%4Operational.evtx,69632,2840B888DEA68CE98A205038A2454B00D4FCC601,False,2022-09-10 20:47:40.1855444,2022-09-10 20:57:35.6073879,2022-09-17 20:49:15.5741367,00:00:00.0156251
2022-10-18 15:01:45.9319812,C:\Windows\System32\winevt\logs\Microsoft-Windows-UAC-FileVirtualization%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-UAC-FileVirtualization%4Operational.evtx,69632,19C3B34523DF4FF1FD46726406CA5F77A92D973D,False,2022-09-10 20:47:40.2167958,2022-09-10 20:57:35.6073879,2022-09-17 20:49:15.5741367,00:00:00.0156290
2022-10-18 15:01:45.9476063,C:\Windows\System32\winevt\logs\Microsoft-Windows-User Control Panel%4Operational.evtx,C:\KAPE\TriageData_w10-example\C\Windows\System32\winevt\logs\Microsoft-Windows-User Control Panel%4Operational.evtx,69632,5D0251C0CB597C81C6D45CA0359B0C8956694350,False,2022-09-10 20:47:40.1699212,2022-09-10 20:57:35.6073879,2022-09-17 20:49:15.5741367,00:00:00.0156251
