system,index,shim_modified,shim_updated,shim_size,shim_exec,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","0","1658-12-24T02:56:24Z","","","No","0A4-AD39-7E7FEF71C274\","dism","0","0xffffffff","[Error]","","","","","","","","","","","","","","","","","","","","[Error]"
