system,key,reglastwritetime,type,name,val
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BFE\Parameters\Policy\Persistent\SubLayer","2022-10-12T03:11:11Z","binary","{e15ef742-39a7-40e5-884c-360789676811}","01100800cccccccc1803000000000000000002000200000088010000040002006c010000080002008801000001100800cccccccc78010000000000000000020042f75ee1a739e540884c3607896768110400020008000200010000000c000200000000000000000001010000350000000000000035000000440069007300610062006c0069006e00670020006f007500740067006f0069006e006700200074006f0020003100360038002e00360033002e003100320039002e00310036002000650078006300650070007400200066006f00720020006100670065006e00740000000000590000000000000059000000540068006900730020007300750062006c006100790065007200200062006c006f0063006b00730020006f007500740067006f0069006e006700200066006f0072002000650076006500720079006f006e006500200065007800630065007000740020007400680065002000630075007200720065006e007400200028007700650062002f0077006f0072006b006500720020006100670065006e00740029002000700072006f006300650073007300000000001f408b30a13a444494b22298d7dd312f6c0100000100048c5001000060010000000000001400000002003c010900000000101800ff070f000102000000000005200000002002000000101800ff0703000102000000000005200000002c02000000102800ff070300010600000000000550000000f14110b836fc4d57a8ae0b7025210442844f113100102800f4030200010600000000000550000000443e41bb45baa87a6cbd9268f4ad648fd5e670e900102800ff070300010600000000000550000000790978b5afa1edd8545e32f4ff1bc45ffdd9e04a00102800ff0703000106000000000005500000000ad8623ad9c60f181b65b5ebd66d2f8b7883395c00102800f40302000106000000000005500000006ebf1bbb45efd2b14a3b45db505b43270458d86b00102800ff0703000106000000000005500000000e1a0c5aacfc81d80bc101241062a7e9e533d34b00101400500000000101000000000001000000000102000000000005200000002002000001010000000000051200000000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BFE\Parameters\Policy\Persistent\SubLayer","2022-10-12T03:11:11Z","binary","{f1f6b006-7972-4122-9597-9bd2a720751a}","01100800cccccccc1803000000000000000002000200000088010000040002006c010000080002008801000001100800cccccccc78010000000000000000020006b0f6f17279224195979bd2a720751a0400020008000200010000000c0002000000000000000000ff000000350000000000000035000000440069007300610062006c0069006e00670020006f007500740067006f0069006e006700200074006f0020003100360038002e00360033002e003100320039002e00310036002000650078006300650070007400200066006f00720020006100670065006e00740000000000590000000000000059000000540068006900730020007300750062006c006100790065007200200062006c006f0063006b00730020006f007500740067006f0069006e006700200066006f0072002000650076006500720079006f006e006500200065007800630065007000740020007400680065002000630075007200720065006e007400200028007700650062002f0077006f0072006b006500720020006100670065006e00740029002000700072006f006300650073007300000000001f408b30a13a444494b22298d7dd312f6c0100000100048c5001000060010000000000001400000002003c010900000000101800ff070f000102000000000005200000002002000000101800ff0703000102000000000005200000002c02000000102800ff070300010600000000000550000000f14110b836fc4d57a8ae0b7025210442844f113100102800f4030200010600000000000550000000443e41bb45baa87a6cbd9268f4ad648fd5e670e900102800ff070300010600000000000550000000790978b5afa1edd8545e32f4ff1bc45ffdd9e04a00102800ff0703000106000000000005500000000ad8623ad9c60f181b65b5ebd66d2f8b7883395c00102800f40302000106000000000005500000006ebf1bbb45efd2b14a3b45db505b43270458d86b00102800ff0703000106000000000005500000000e1a0c5aacfc81d80bc101241062a7e9e533d34b00101400500000000101000000000001000000000102000000000005200000002002000001010000000000051200000000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BFE\Security","2019-12-07T09:15:07Z","binary","Security","01001480900000009c000000140000003000000002001c000100000002801400ff000f000101000000000001000000000200600004000000000014008500020001010000000000050b000000000014009f000e00010100000000000512000000000018009d000e0001020000000000052000000020020000000018008500000001020000000000052000000021020000010100000000000512000000010100000000000512000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","multi_sz","DependOnService","FltMgr"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","multi_sz","DependOnService",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","sz","Description","@%systemroot%\system32\drivers\bindflt.sys,-101"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","sz","DisplayName","@%systemroot%\system32\drivers\bindflt.sys,-100"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","sz","Group","FSFilter Top"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","expand_sz","ImagePath","\SystemRoot\system32\drivers\bindflt.sys"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","dword","Start","0x2"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","dword","SupportedFeatures","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt","2019-12-07T09:15:07Z","dword","Type","0x2"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt\Instances","2019-12-07T09:15:07Z","sz","DefaultInstance","bindflt Instance"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt\Instances\bindflt Instance","2019-12-07T09:15:07Z","sz","Altitude","409800"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt\Instances\bindflt Instance","2019-12-07T09:15:07Z","dword","Flags","0x0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt\Parameters","2022-08-05T10:12:07Z","dword","DebugOptions","0x0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bindflt\Parameters","2022-08-05T10:12:07Z","sz","WppRecorder_TraceGuid","{1fd216eb-201e-4b4d-93ca-41f33d5a04ec}"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","DependOnService","RpcSs"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","DependOnService",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","sz","Description","@%SystemRoot%\system32\qmgr.dll,-1001"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","sz","DisplayName","@%SystemRoot%\system32\qmgr.dll,-1000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","binary","FailureActions","80510100000000000000000003000000140000000100000060ea000001000000c0d401000000000000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","expand_sz","ImagePath","%SystemRoot%\System32\svchost.exe -k netsvcs -p"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","sz","ObjectName","LocalSystem"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeCreateGlobalPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeImpersonatePrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeTcbPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeAssignPrimaryTokenPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeIncreaseQuotaPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges","SeDebugPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","multi_sz","RequiredPrivileges",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","dword","ServiceSidType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","dword","Start","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","dword","Type","0x20"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS","2022-10-18T15:03:52Z","dword","DelayedAutostart","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Parameters","2019-12-07T09:15:07Z","expand_sz","ServiceDll","%SystemRoot%\System32\qmgr.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Parameters","2019-12-07T09:15:07Z","dword","ServiceDllUnloadOnStop","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","Close","PerfMon_Close"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","Collect","PerfMon_Collect"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","Library","C:\Windows\System32\bitsperf.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","Open","PerfMon_Open"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","PerfIniFile","bitsctrs.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","dword","First Counter","0x2306"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","dword","Last Counter","0x2316"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","dword","First Help","0x2307"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","dword","Last Help","0x2317"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","sz","Object List","8966"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Performance","2022-10-18T15:01:52Z","qword","1008","133105789121194749"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BITS\Security","2019-12-07T09:15:07Z","binary","Security","0100148090000000a00000001400000034000000020020000100000002c0180000000c000102000000000005200000002002000002005c000400000000021400ff010f0001010000000000051200000000001800ff010f0001020000000000052000000020020000000014008d010200010100000000000504000000000014008d0102000101000000000005060000000102000000000005200000002002000001020000000000052000000020020000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","multi_sz","DependOnService","bthserv"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","multi_sz","DependOnService","rpcss"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","multi_sz","DependOnService",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","sz","Description","@%SystemRoot%\system32\Microsoft.Bluetooth.UserService.dll,-102"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","sz","DisplayName","@%SystemRoot%\system32\Microsoft.Bluetooth.UserService.dll,-101"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","binary","FailureActions","805101000000000000000000040000001400000001000000f401000001000000e803000001000000102700000000000010270000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","expand_sz","ImagePath","%SystemRoot%\system32\svchost.exe -k BthAppGroup -p"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","dword","Start","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService","2019-12-07T09:16:04Z","dword","Type","0x60"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\Parameters","2019-12-07T09:15:07Z","expand_sz","ServiceDll","%SystemRoot%\System32\Microsoft.Bluetooth.UserService.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\Parameters","2019-12-07T09:15:07Z","dword","ServiceDllUnloadOnStop","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\0","2019-12-07T09:16:04Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\0","2019-12-07T09:16:04Z","binary","GUID","2a30500844b3da4f9be990576b8d46f0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\0","2019-12-07T09:16:04Z","dword","Type","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\1","2019-12-07T09:16:04Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\1","2019-12-07T09:16:04Z","binary","Data0","7538bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\1","2019-12-07T09:16:04Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\1","2019-12-07T09:16:04Z","binary","GUID","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\1","2019-12-07T09:16:04Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\2","2019-12-07T09:16:04Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\2","2019-12-07T09:16:04Z","binary","Data0","7548bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\2","2019-12-07T09:16:04Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\2","2019-12-07T09:16:04Z","binary","GUID","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\2","2019-12-07T09:16:04Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\3","2019-12-07T09:16:04Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\3","2019-12-07T09:16:04Z","binary","Data0","7558bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\3","2019-12-07T09:16:04Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\3","2019-12-07T09:16:04Z","binary","GUID","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\3","2019-12-07T09:16:04Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\4","2019-12-07T09:16:04Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\4","2019-12-07T09:16:04Z","binary","Data0","7568bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\4","2019-12-07T09:16:04Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\4","2019-12-07T09:16:04Z","binary","GUID","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService\TriggerInfo\4","2019-12-07T09:16:04Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","dword","Type","0xe0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","dword","Start","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","expand_sz","ImagePath","C:\Windows\system32\svchost.exe -k BthAppGroup -p"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","sz","DisplayName","Bluetooth User Support Service_5b95a45"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","binary","FailureActions","805101000000000000000000040000001400000001000000f401000001000000e803000001000000102700000000000010270000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45","2022-10-15T11:27:26Z","sz","Description","@%SystemRoot%\system32\Microsoft.Bluetooth.UserService.dll,-102"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\Security","2022-10-15T11:27:26Z","binary","Security","010014808c00000098000000140000003000000002001c000100000002801400ff010f0001010000000000010000000002005c000400000000001400fd01020001010000000000051200000000001800ff010f0001020000000000052000000020020000000014008d010200010100000000000504000000000014008d010200010100000000000506000000010100000000000512000000010100000000000512000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\0","2022-10-15T11:27:26Z","dword","Type","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\0","2022-10-15T11:27:26Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\0","2022-10-15T11:27:26Z","binary","Guid","2a30500844b3da4f9be990576b8d46f0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\1","2022-10-15T11:27:26Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\1","2022-10-15T11:27:26Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\1","2022-10-15T11:27:26Z","binary","Guid","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\1","2022-10-15T11:27:26Z","binary","Data0","7538bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\1","2022-10-15T11:27:26Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\2","2022-10-15T11:27:26Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\2","2022-10-15T11:27:26Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\2","2022-10-15T11:27:26Z","binary","Guid","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\2","2022-10-15T11:27:26Z","binary","Data0","7548bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\2","2022-10-15T11:27:26Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\3","2022-10-15T11:27:26Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\3","2022-10-15T11:27:26Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\3","2022-10-15T11:27:26Z","binary","Guid","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\3","2022-10-15T11:27:26Z","binary","Data0","7558bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\3","2022-10-15T11:27:26Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\4","2022-10-15T11:27:26Z","dword","Type","0x7"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\4","2022-10-15T11:27:26Z","dword","Action","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\4","2022-10-15T11:27:26Z","binary","Guid","16287a2d5e0cfc459ce7570e5ecde9c9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\4","2022-10-15T11:27:26Z","binary","Data0","7568bca32f029209"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BluetoothUserService_5b95a45\TriggerInfo\4","2022-10-15T11:27:26Z","dword","DataType0","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","sz","Description","@%systemroot%\system32\wkssvc.dll,-2000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","sz","DisplayName","@%systemroot%\system32\wkssvc.dll,-2001"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","sz","Group","Network"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","expand_sz","ImagePath","system32\DRIVERS\bowser.sys"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","dword","Start","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","dword","Tag","0x5"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\bowser","2019-12-07T09:15:07Z","dword","Type","0x2"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","DependOnService","RpcEptMapper"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","DependOnService","DcomLaunch"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","DependOnService","RpcSs"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","DependOnService",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","sz","Description","@%windir%\system32\bisrv.dll,-101"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","sz","DisplayName","@%windir%\system32\bisrv.dll,-100"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","binary","FailureActions","000000000000000000000000030000001400000002000000c0d4010002000000c0d4010002000000c0d40100"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","sz","Group","COM Infrastructure"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","expand_sz","ImagePath","%SystemRoot%\system32\svchost.exe -k DcomLaunch -p"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","sz","ObjectName","LocalSystem"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeChangeNotifyPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeCreateGlobalPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeCreatePermanentPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeDebugPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeImpersonatePrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeShutdownPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeTcbPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges","SeProfileSingleProcessPrivilege"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","multi_sz","RequiredPrivileges",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","dword","ServiceSidType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","dword","Start","0x2"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","dword","Type","0x20"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure","2022-08-05T09:32:39Z","dword","MitigationFlags","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\BrokerInfrastructure\Parameters","2019-12-07T09:15:07Z","dword","EnergyBudgetBgTaskPercentage","0xf"
