system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\System32\drivers\pcw.sys","0xFFFFF8071F530000","C:\Windows\System32\drivers\","pcw.sys","60232","0x20","ARCHIVE","2022-08-05T09:27:14Z","2022-10-18T15:02:15Z","2022-08-05T09:27:14Z","Microsoft Corporation","Performance Counters for Windows Driver","10.0.19041.1826 (WinBuild.160101.0800)","pcw.sys","&#169; Microsoft Corporation. All rights reserved.","pcw.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1826","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","81d246ae6aa07a244f77883f6d4b84d7","f27cf5d7a153677925fbf1182bef1631238d23d3","dd8bbcfdb88a0e23e639141b76a8f00b9685e888fcdd3c48cfdfb5453aea1661"
"CrowdResponse","\SystemRoot\system32\DRIVERS\sacdrv.sys","0xFFFFF8071F550000","C:\Windows\system32\DRIVERS\","sacdrv.sys","104248","0x20","ARCHIVE","2022-08-05T10:11:31Z","2022-10-18T15:02:16Z","2019-12-06T16:57:00Z","Microsoft Corporation","Windows SAC Driver","10.0.19041.1 (WinBuild.160101.0800)","sacdrv.sys","&#169; Microsoft Corporation. All rights reserved.","sacdrv.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","607ef949ef5f69101db17b15847e7f20","f17236f82c1ef5b593803f386f43df739dfbd766","85def53606e79c6474e8d35337397ea4449ca57fba0c3e855860e9895d5e39d5"
"CrowdResponse","\SystemRoot\system32\DRIVERS\NDIS.SYS","0xFFFFF8071F6A0000","C:\Windows\system32\DRIVERS\","NDIS.SYS","1476944","0x20","ARCHIVE","2022-08-05T09:27:17Z","2022-10-18T15:02:14Z","2022-08-05T09:27:17Z","Microsoft Corporation","Network Driver Interface Specification (NDIS)","10.0.19041.1 (WinBuild.160101.0800)","NDIS.SYS","&#169; Microsoft Corporation. All rights reserved.","NDIS.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","be9d5b1670123a10905de3cf80563f1e","2b5c8fa413675a6e932df01cedeabf28f21ff171","9268405feacc07b4c64e7d913f41884bb925f15f6b6f56a2d5ee1fa4e9ace947"
"CrowdResponse","\SystemRoot\system32\DRIVERS\NETIO.SYS","0xFFFFF8071F600000","C:\Windows\system32\DRIVERS\","NETIO.SYS","601944","0x20","ARCHIVE","2022-08-05T09:27:17Z","2022-10-18T10:45:07Z","2022-08-05T09:27:17Z","Microsoft Corporation","Network I/O Subsystem","10.0.19041.1682 (WinBuild.160101.0800)","netio.sys","&#169; Microsoft Corporation. All rights reserved.","netio.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1682","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","12a95fd79b8ff669c28c5b1fe699ea69","a988119d35742abe21e425b0ac508fdad523311b","087e1dc103c4e5c4965bc5d565bd2530db9febde72640e81cb1ed75464f44d92"
"CrowdResponse","\SystemRoot\System32\drivers\vdrvroot.sys","0xFFFFF8071F570000","C:\Windows\System32\drivers\","vdrvroot.sys","67384","0x20","ARCHIVE","2019-12-07T09:07:54Z","2022-10-18T15:02:17Z","2019-12-07T09:07:54Z","Microsoft Corporation","Virtual Drive Root Enumerator","10.0.19041.1 (WinBuild.160101.0800)","vdrvroot.sys","&#169; Microsoft Corporation. All rights reserved.","vdrvroot.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","661233b58190b487682839f1559a7962","f00ea3351fcced186a51a4e8134091b95341e02d","2be132106c26a9073b6e9cb646e6a2c003558b8924ed0bdc3a0533fc98e03bf4"
"CrowdResponse","\SystemRoot\system32\drivers\ucx01000.sys","0xFFFFF8071F590000","C:\Windows\system32\drivers\","ucx01000.sys","259896","0x20","ARCHIVE","2019-12-07T09:08:09Z","2022-10-18T15:02:17Z","2019-12-07T09:08:09Z","Microsoft Corporation","USB Controller Extension","10.0.19041.1 (WinBuild.160101.0800)","ucx01000.sys","&#169; Microsoft Corporation. All rights reserved.","ucx01000.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d6bedccb2e48589944edc675d335677e","466e41b658ad9d5a8f1f1f960c52e02d168228c9","2f5a5ba7aec40c1a440c8dff81dce5ab0bdf9cc70adde48f8b652665b61f9915"
"CrowdResponse","\SystemRoot\system32\drivers\pdc.sys","0xFFFFF8071F810000","C:\Windows\system32\drivers\","pdc.sys","159056","0x20","ARCHIVE","2022-08-05T09:26:35Z","2022-10-18T15:02:15Z","2022-08-05T09:26:35Z","Microsoft Corporation","Power Dependency Coordinator Driver","10.0.19041.1 (WinBuild.160101.0800)","pdc.sys","&#169; Microsoft Corporation. All rights reserved.","pdc.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","7c5587b5911a96c10e670dfa54c9bb91","0111b4f776a3d6a5f02a9e5f003f0cf5fcdff3fe","d9d4ec0ec8e7419263dc95f5cebc24fd5f19e9fe902e902d45fac46f4fa8e5e3"
"CrowdResponse","\SystemRoot\system32\drivers\CEA.sys","0xFFFFF8071F5E0000","C:\Windows\system32\drivers\","CEA.sys","82256","0x20","ARCHIVE","2022-08-05T09:27:03Z","2022-10-18T10:45:07Z","2022-08-05T09:27:03Z","Microsoft Corporation","Event Aggregation Kernel Mode Library","10.0.19041.1566 (WinBuild.160101.0800)","EventAggregation.sys","&#169; Microsoft Corporation. All rights reserved.","EventAggregation.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1566","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4bd838194bdf7b73c2ada829cdc4a040","fb82d4d4bfc741958aa8026871ec37d478799ffe","c055f33a7f7cfcf0b8e4597182377b885913e88b38dddf711791eff1212d7fe1"
"CrowdResponse","\SystemRoot\System32\drivers\partmgr.sys","0xFFFFF8071F840000","C:\Windows\System32\drivers\","partmgr.sys","186728","0x20","ARCHIVE","2022-08-05T09:27:17Z","2022-10-18T15:02:15Z","2022-08-05T09:27:17Z","Microsoft Corporation","Partition driver","10.0.19041.1 (WinBuild.160101.0800)","partmgr.sys","&#169; Microsoft Corporation. All rights reserved.","partmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4a468541cac91394555777882ec6342e","5fee849b4f51bf7d0371339af4236b221c3dcb5f","7e4c7c7e996a80d53fba43cd7a71ca770e631a21c8632030181a69c8327981a9"
"CrowdResponse","\SystemRoot\System32\drivers\spaceport.sys","0xFFFFF8071F880000","C:\Windows\System32\drivers\","spaceport.sys","687440","0x20","ARCHIVE","2022-09-15T02:54:12Z","2022-10-18T15:02:16Z","2022-09-15T02:54:12Z","Microsoft Corporation","Storage Spaces Driver","10.0.19041.1 (WinBuild.160101.0800)","spaceport.sys","&#169; Microsoft Corporation. All rights reserved.","spaceport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","b0c788e3e6bb7000eeb4291ea1e8346c","507d3260ea47b74068b3f6518e15631e24e6921a","10a0a5be505fee3cbfba87431fbf98510a8f15c23b206710662955ef3ab563e4"
"CrowdResponse","\SystemRoot\System32\drivers\volmgr.sys","0xFFFFF8071F930000","C:\Windows\System32\drivers\","volmgr.sys","92000","0x20","ARCHIVE","2022-08-05T09:26:21Z","2022-10-18T15:02:17Z","2022-08-05T09:26:21Z","Microsoft Corporation","Volume Manager Driver","10.0.19041.1 (WinBuild.160101.0800)","volmgr.sys","&#169; Microsoft Corporation. All rights reserved.","volmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e152e9d68bc2efb5c15107de96eedee6","179e61ee6ebd9987c6bc120f341a23d41e5eb6f4","3319913da60d6a8a3e1ef1774aa209e7cfb70cfff363656d627eeb8c0a62180a"
"CrowdResponse","\SystemRoot\System32\drivers\sdbus.sys","0xFFFFF8071F950000","C:\Windows\System32\drivers\","sdbus.sys","306520","0x20","ARCHIVE","2022-10-12T02:45:49Z","2022-10-18T15:02:16Z","2022-10-12T02:45:49Z","Microsoft Corporation","SecureDigital Bus Driver","10.0.19041.2075 (WinBuild.160101.0800)","sdbus.sys","&#169; Microsoft Corporation. All rights reserved.","sdbus.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2075","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","08adf484adfe02168209781258624d15","d9f437d5d94d89a71cec89fc25d6d2a3778026db","c5d8edc0a45fbb42ea5f64e4f901c1d1d8a96fd10fb3887944ac58c04dd731f8"
"CrowdResponse","\SystemRoot\System32\drivers\volmgrx.sys","0xFFFFF8071F9A0000","C:\Windows\System32\drivers\","volmgrx.sys","389432","0x20","ARCHIVE","2019-12-07T09:09:37Z","2022-10-18T15:02:17Z","2019-12-07T09:09:37Z","Microsoft Corporation","Volume Manager Extension Driver","10.0.19041.1 (WinBuild.160101.0800)","volmgrx.sys","&#169; Microsoft Corporation. All rights reserved.","volmgrx.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","796f1c83861c02a97571d0edab490b70","04284124fabaf69ea3c149f0bf7118d6fbd18c06","71ce8d930ae82c2b2628cbf3bb3ae1a8cf039bd702bde912d499fcf45332f5a6"
"CrowdResponse","\SystemRoot\System32\drivers\vmbus.sys","0xFFFFF8071FA10000","C:\Windows\System32\drivers\","vmbus.sys","162128","0x20","ARCHIVE","2022-09-15T02:54:12Z","2022-10-18T15:02:17Z","2022-09-15T02:54:12Z","Microsoft Corporation","Microsoft Hyper-V Virtual Machine Bus Child Driver","10.0.19041.1 (WinBuild.160101.0800)","vmbus.sys","&#169; Microsoft Corporation. All rights reserved.","vmbus.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c137d9b23f2e231ddae9b998df7027bd","09430864438f3b5e4ac12b6d8f34567544b2b607","7a8c71123a368395011cfe3bd75840016bb28e9ef6b23a88bdb384d0846cdbfe"
"CrowdResponse","\SystemRoot\System32\drivers\hvsocket.sys","0xFFFFF8071FA50000","C:\Windows\System32\drivers\","hvsocket.sys","149328","0x20","ARCHIVE","2022-08-05T09:28:07Z","2022-10-18T10:45:07Z","2022-08-05T09:28:07Z","Microsoft Corporation","Microsoft Hyper-V Socket Provider","10.0.19041.1706 (WinBuild.160101.0800)","hvsocket.sys","&#169; Microsoft Corporation. All rights reserved.","hvsocket.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1706","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","f5e57ec489aac6476a569d3bc4fe0ee2","feb4672d03fdd017dd9c9dd1e02bda64f6540a81","5be43f901df0c4b3eab4ab94c3c3bef4909037c6d04e8695220ed1069328871a"
"CrowdResponse","\SystemRoot\System32\drivers\vmbkmcl.sys","0xFFFFF8071FA80000","C:\Windows\System32\drivers\","vmbkmcl.sys","116048","0x20","ARCHIVE","2022-10-12T02:46:19Z","2022-10-18T15:01:53Z","2022-10-12T02:46:19Z","Microsoft Corporation","Hyper-V VMBus KMCL","10.0.19041.2075 (WinBuild.160101.0800)","vmbkmcl.sys","&#169; Microsoft Corporation. All rights reserved.","vmbkmcl.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2075","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0a9b76282f1d706c7c6f5bb8f934534e","82b18c9122f0da75de11d1990dae266a680b1bd9","7106feb8ba54b9f65db5fe76b95e522ad866484638b401008e7ae98c78f3203b"
"CrowdResponse","\SystemRoot\System32\drivers\winhv.sys","0xFFFFF8071FAB0000","C:\Windows\System32\drivers\","winhv.sys","32784","0x20","ARCHIVE","2019-12-07T09:09:51Z","2022-10-18T10:45:07Z","2019-12-07T09:09:51Z","Microsoft Corporation","Windows Hypervisor Interface Driver","10.0.19041.1 (WinBuild.160101.0800)","WinHv.sys","&#169; Microsoft Corporation. All rights reserved.","WinHv.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4583d1926b203fa006b7c8fa286118a4","2c3784d2bb79e0cda9ad6c062c06f7bb28b730b5","28698636eb84f7e5d0b1e8491f7f8aaa2836a609b143dd70c85846a2e551738b"
"CrowdResponse","\SystemRoot\system32\drivers\urscx01000.sys","0xFFFFF8071FAD0000","C:\Windows\system32\drivers\","urscx01000.sys","76304","0x20","ARCHIVE","2019-12-07T09:08:37Z","2022-10-18T15:02:17Z","2019-12-07T09:08:37Z","Microsoft Corporation","USB Role-Switch Class Extension","10.0.19041.1 (WinBuild.160101.0800)","urscx01000.sys","&#169; Microsoft Corporation. All rights reserved.","urscx01000.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","adfab87405ae22290e24d0e8e6141af1","e40073fb11070aae3d364fe28195bff167730bb4","bc0982befe4cabea1e260c8a3266ea18a4ca158a07d1c5176890a04cc3b6a84a"
"CrowdResponse","\SystemRoot\System32\drivers\mountmgr.sys","0xFFFFF8071FAF0000","C:\Windows\System32\drivers\","mountmgr.sys","110392","0x20","ARCHIVE","2019-12-07T09:08:49Z","2022-10-18T15:02:14Z","2019-12-07T09:08:49Z","Microsoft Corporation","Mount Point Manager","10.0.19041.1 (WinBuild.160101.0800)","mountmgr.sys","&#169; Microsoft Corporation. All rights reserved.","mountmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","180d9e273a958b6d2b55410db2c431c4","30cee3de9b43c0b9a77752377ac71acf4678cbf9","ee3598deca591e8735de0f449f292e9dddbce28a8a7b814e78dfd90ac867b7f2"
"CrowdResponse","\SystemRoot\System32\drivers\stornvme.sys","0xFFFFF8071FB10000","C:\Windows\System32\drivers\","stornvme.sys","169816","0x20","ARCHIVE","2022-10-12T02:45:49Z","2022-10-18T15:02:16Z","2022-10-12T02:45:49Z","Microsoft Corporation","Microsoft NVM Express Storport Miniport Driver","10.0.19041.2075 (WinBuild.160101.0800)","stornvme.sys","&#169; Microsoft Corporation. All rights reserved.","stornvme.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2075","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","1db2a5c777b1304173bc87cf105ae4a8","9f226cd6d71365948ea7fd277e6506c09b796344","62b6fb54f7331896cf3e7ca332c5253435fad3036cbfd093913a48835994dba5"
"CrowdResponse","\SystemRoot\System32\drivers\storport.sys","0xFFFFF8071FB50000","C:\Windows\System32\drivers\","storport.sys","727376","0x20","ARCHIVE","2022-09-15T02:54:15Z","2022-10-18T14:35:06Z","2022-09-15T02:54:15Z","Microsoft Corporation","Microsoft Storage Port Driver","10.0.19041.1949 (WinBuild.160101.0800)","storport.sys","&#169; Microsoft Corporation. All rights reserved.","storport.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1949","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","a05ddae5611ec1e4d34eadf6600825e1","9fddc491f32441bd5ec64ec7d9193b2bc099a27f","f5832215181d4f67d9b4d1a0785b73cae75011ab7a4cbe3b99b6e3b8c1257bff"
"CrowdResponse","\SystemRoot\System32\drivers\EhStorClass.sys","0xFFFFF8071FC10000","C:\Windows\System32\drivers\","EhStorClass.sys","95032","0x20","ARCHIVE","2022-08-05T09:27:58Z","2022-10-18T15:02:11Z","2022-08-05T09:27:58Z","Microsoft Corporation","Enhanced Storage Class driver for IEEE 1667 devices","10.0.19041.964 (WinBuild.160101.0800)","EhStorClass.sys","&#169; Microsoft Corporation. All rights reserved.","EhStorClass.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.964","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","75335f1918d78a10b8dbd220f394fa75","6dcbf72c11e2bc6bc80f9821895c7232097080e8","7f5e80b866baf62cd4a5667f91f05b6af094be2ebd4067bbbaba7a9c1c1e6ecb"
"CrowdResponse","\SystemRoot\System32\drivers\fileinfo.sys","0xFFFFF8071FC30000","C:\Windows\System32\drivers\","fileinfo.sys","94736","0x20","ARCHIVE","2019-12-07T09:08:46Z","2022-10-18T15:02:12Z","2019-12-07T09:08:46Z","Microsoft Corporation","FileInfo Filter Driver","10.0.19041.1 (WinBuild.160101.0800)","FileInfo.sys","&#169; Microsoft Corporation. All rights reserved.","FileInfo.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","ee7605e60374cbd2ddaaa120fa2e458a","e7a6cc50ae4b7a04151a47a11115625bd271d398","832bf32b9efa04fbdd9638d00b209dfc88c4c69e0aec7ff1b5ad4ddec0f20878"
"CrowdResponse","\SystemRoot\System32\Drivers\Wof.sys","0xFFFFF8071FC50000","C:\Windows\System32\Drivers\","Wof.sys","234296","0x20","ARCHIVE","2022-08-05T09:27:13Z","2022-10-18T15:02:18Z","2022-08-05T09:27:13Z","Microsoft Corporation","Windows Overlay Filter","10.0.19041.1 (WinBuild.160101.0800)","wof.sys","&#169; Microsoft Corporation. All rights reserved.","wof.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","9405c703d91f07f1f181de916594eed3","b607bd1a297ce997042d074245632a223be8862f","7626111256c3becd0ee9e299a41149a367a28bacee89cc2cdd46d7499b1b7d34"
"CrowdResponse","\SystemRoot\System32\Drivers\Ntfs.sys","0xFFFFF8071FD20000","C:\Windows\System32\Drivers\","Ntfs.sys","2846584","0x20","ARCHIVE","2022-10-12T02:46:02Z","2022-10-18T15:02:15Z","2022-10-12T02:46:02Z","Microsoft Corporation","NT File System Driver","10.0.19041.1 (WinBuild.160101.0800)","ntfs.sys","&#169; Microsoft Corporation. All rights reserved.","ntfs.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","7113de798267fe3b754e3d43727afb37","e23dff30fe727cd91962fb570d7884451234578f","e9125e44fb9f468b7b52563b79c6047f9f88d9c17d5771c2888445794370c8e6"
"CrowdResponse","\SystemRoot\System32\drivers\usbccgp.sys","0xFFFFF80720000000","C:\Windows\System32\drivers\","usbccgp.sys","190800","0x20","ARCHIVE","2022-09-15T02:54:12Z","2022-10-18T15:02:17Z","2022-09-15T02:54:12Z","Microsoft Corporation","USB Common Class Generic Parent Driver","10.0.19041.1949 (WinBuild.160101.0800)","USBCCGP.SYS","&#169; Microsoft Corporation. All rights reserved.","USBCCGP.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1949","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","5f598c773a16e5d76bc45e66dae7aefd","36e9559c38d609f2fecbdd3ceee6508da2290cf2","2ad99ba9a46db659d5cc3be0b9c2aac7ea2824e6ce0f8ee411de822bfb3cbaf1"
"CrowdResponse","\SystemRoot\System32\drivers\USBD.SYS","0xFFFFF80720040000","C:\Windows\System32\drivers\","USBD.SYS","33080","0x20","ARCHIVE","2019-12-07T09:07:56Z","2022-10-13T03:12:04Z","2019-12-07T09:07:56Z","Microsoft Corporation","Universal Serial Bus Driver","10.0.19041.1 (WinBuild.160101.0800)","usbd.sys","&#169; Microsoft Corporation. All rights reserved.","usbd.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","f9de5ccf3d1b4683ea8ea8ed4ef712bf","3fe8132bf8cb091e66f2812daaf959159fdb8162","5821f96b3a1382db1c4caf943a0007a0730ebc764b4736eae6759eb82d18c381"
"CrowdResponse","\SystemRoot\System32\DriverStore\FileRepository\urschipidea.inf_amd64_78ad1c14e33df968\urschipidea.sys","0xFFFFF80720050000","C:\Windows\System32\DriverStore\FileRepository\urschipidea.inf_amd64_78ad1c14e33df968\","urschipidea.sys","32056","0x20","ARCHIVE","2019-12-07T09:07:56Z","2022-10-18T15:02:17Z","2019-12-07T09:07:56Z","Microsoft Corporation","USB Role-Switch Driver for Chipidea Core","10.0.19041.1 (WinBuild.160101.0800)","urschipidea.sys","&#169; Microsoft Corporation. All rights reserved.","urschipidea.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","5c33b91675be0c9693358c1aaa723d20","37fb14c9b5b92e276c6f7cfb7cd43c102229a820","a5bb54abbb0f7b13acca0997f567a81395688c6d68eb87f67f688737dc16918f"
"CrowdResponse","\SystemRoot\System32\drivers\storvsc.sys","0xFFFFF80720060000","C:\Windows\System32\drivers\","storvsc.sys","44048","0x20","ARCHIVE","2019-12-07T09:07:57Z","2022-10-18T15:02:16Z","2019-12-07T09:07:57Z","Microsoft Corporation","Storage VSC Driver","10.0.19041.1 (WinBuild.160101.0800)","storvsc.sys","&#169; Microsoft Corporation. All rights reserved.","storvsc.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0a13c67c267bfa1a0d1fe72a9d65bd5f","9c80789629ae0eac0e45f5c0c1494a2971c2debc","b44327f3134fa0166ed9e31bc724120b642ae5e96ceff599867f03463abb1406"
"CrowdResponse","\SystemRoot\System32\drivers\usbehci.sys","0xFFFFF80720070000","C:\Windows\System32\drivers\","usbehci.sys","86544","0x20","ARCHIVE","2019-12-07T09:07:56Z","2022-10-18T15:02:17Z","2019-12-07T09:07:56Z","Microsoft Corporation","EHCI eUSB Miniport Driver","10.0.19041.1 (WinBuild.160101.0800)","USBEHCI.sys","&#169; Microsoft Corporation. All rights reserved.","USBEHCI.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d1e576c8a94a27d896b56f923ed4e4d6","84f11dc7916ddde54125239d9f6319f4ed95f86d","3ae5ed5eafbc52028d082d3ec04b526ef60f5d74bbc79dd210a22d9238c61262"
"CrowdResponse","\SystemRoot\System32\drivers\USBPORT.SYS","0xFFFFF80720090000","C:\Windows\System32\drivers\","USBPORT.SYS","473400","0x20","ARCHIVE","2019-12-07T09:07:56Z","2022-10-13T03:12:04Z","2019-12-07T09:07:56Z","Microsoft Corporation","USB 1.1 & 2.0 Port Driver","10.0.19041.1 (WinBuild.160101.0800)","usbport.sys","&#169; Microsoft Corporation. All rights reserved.","usbport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","6baed1f45eeb30af0d14b88fd62a611b","7661fdcd1a7d6f4a6c970c3aec96bd7192949b65","f8be96d3d5dd68ac770587db56dbe5aef3de6438b3fdbcabf019615fb490db92"
"CrowdResponse","\SystemRoot\System32\drivers\usbhub.sys","0xFFFFF80720110000","C:\Windows\System32\drivers\","usbhub.sys","528184","0x20","ARCHIVE","2019-12-07T09:07:56Z","2022-10-18T15:02:17Z","2019-12-07T09:07:56Z","Microsoft Corporation","Default Hub Driver for USB","10.0.19041.1 (WinBuild.160101.0800)","usbhub.sys","&#169; Microsoft Corporation. All rights reserved.","usbhub.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","804c51b11057869624d9292040b45e56","0cd67c1f0a028708ab6eeadf000965119903ac2a","42404ec0f658121f6553b7daa3511ed512b7f4b336c2032ba85cd91e8879eeae"
"CrowdResponse","\SystemRoot\System32\drivers\UsbHub3.sys","0xFFFFF807201A0000","C:\Windows\System32\drivers\","UsbHub3.sys","648016","0x20","ARCHIVE","2022-08-05T09:26:21Z","2022-10-18T15:02:17Z","2022-08-05T09:26:21Z","Microsoft Corporation","USB3 HUB Driver","10.0.19041.1 (WinBuild.160101.0800)","usbhub3.sys","&#169; Microsoft Corporation. All rights reserved.","usbhub3.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","2fca9e51cfd11c0734d76013b6493c22","e04f1dfa5663646352ce3d45472894b6a5f62e15","54c736c9a40a769ceb7bc094d5458f2ec4fa2a5128ecb86dbce2f2a83eaeb203"
"CrowdResponse","\SystemRoot\System32\Drivers\Fs_Rec.sys","0xFFFFF80720250000","C:\Windows\System32\Drivers\","Fs_Rec.sys","33592","0x20","ARCHIVE","2019-12-07T09:08:49Z","2022-10-18T03:11:34Z","2019-12-07T09:08:49Z","Microsoft Corporation","File System Recognizer Driver","10.0.19041.1 (WinBuild.160101.0800)","fs_rec.sys","&#169; Microsoft Corporation. All rights reserved.","fs_rec.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","a3631addd926826110a436d6a04b31ca","d686d1d99931eda9bdcbef106b4c2e9e2a1a9933","2073327e5c1e542ea2740ca0d43204940eb72652619b5209a2e4a4a0fb18d20a"
"CrowdResponse","\SystemRoot\System32\Drivers\ksecpkg.sys","0xFFFFF80720260000","C:\Windows\System32\Drivers\","ksecpkg.sys","181120","0x20","ARCHIVE","2022-10-12T02:46:01Z","2022-10-18T15:02:13Z","2022-10-12T02:46:01Z","Microsoft Corporation","Kernel Security Support Provider Interface Packages","10.0.19041.2130 (WinBuild.160101.0800)","ksecpkg.sys","&#169; Microsoft Corporation. All rights reserved.","ksecpkg.sys","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2130","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","8ca13b2fc4617982b30c3a581966e4f7","f5fa27c4030ffd71c3bb30ff009169ab87a5ffc2","f9a0c00c19ab003d9012eebec75d9c06564a19debb806f0bad01c490e749fd06"
